cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
7.0,x,s,g,t,s,d,w,6.11,14.24,r,y,n,,,f,f,,d,a,p
0.78,x,g,p,f,a,,p,3.48,0.91,,h,k,,,f,f,,d,u,p
4.17,x,y,n,f,s,,y,3.89,5.85,,,w,,,f,f,,d,a,e
3.29,x,s,w,f,d,d,w,3.75,5.95,,,w,,,f,f,,g,w,e
4.68,c,k,w,t,x,c,r,6.61,12.14,,,w,,,f,f,,d,u,p
8.15,p,y,w,f,,,k,13.68,17.15,,,w,,,f,f,,d,a,p
8.61,x,d,e,t,p,,r,6.25,12.59,,,y,,,f,f,,d,u,e
3.08,x,h,n,f,,c,k,5.24,6.39,,s,w,,w,f,f,k,d,a,e
2.88,f,h,n,f,,c,n,5.98,6.59,,s,w,,w,f,f,k,d,a,e
12.39,s,,w,t,d,c,p,6.06,23.97,,,w,,,f,f,,d,a,e
7.52,o,,e,f,f,f,f,3.8,26.77,,g,n,,,f,f,,d,s,p
1.78,x,g,n,f,d,d,n,2.31,2.64,,s,n,,,f,f,,h,a,p
7.31,f,w,p,f,s,c,p,4.78,10.23,,,p,,,f,f,,d,a,p
2.47,f,h,n,f,,,y,6.46,2.58,,,y,,,f,f,,g,u,p
1.67,b,h,n,f,a,,n,4.53,1.71,,t,n,,,f,f,,g,u,p
3.19,f,d,n,f,x,c,w,3.43,2.34,b,s,n,,,f,f,,l,u,p
1.77,f,t,y,f,,,n,7.39,3.05,,,y,,,f,f,,g,u,p
6.17,b,h,g,f,s,d,g,4.84,9.05,,s,g,,,f,f,,d,a,e
3.8,x,y,y,f,a,,w,5.63,3.5,,y,n,,,t,r,,h,u,p
3.66,s,w,u,f,a,c,g,6.38,5.27,,s,u,,,f,f,,l,a,p
18.79,x,k,w,t,d,d,n,5.92,30.01,,,w,,,f,f,,d,a,p
8.94,x,h,r,f,,c,w,11.19,18.63,,,w,u,w,t,p,,d,a,p
5.17,x,t,y,f,p,,y,6.33,14.34,,,y,,y,t,,,d,a,e
7.36,b,y,w,f,,,k,12.87,16.31,,,w,,,f,f,,d,a,p
8.27,f,,y,f,a,c,w,5.71,15.96,,,g,,,f,f,,d,u,e
6.07,f,,y,f,s,d,y,6.14,12.86,,i,y,,,f,f,,d,a,p
3.18,x,h,p,f,a,c,e,4.63,6.8,,,o,,,f,f,,g,u,e
2.15,c,t,n,f,,,y,7.75,3.19,,,y,,,f,f,,g,a,p
8.24,f,s,k,f,a,c,w,4.02,13.78,,,w,,,f,f,,d,u,e
3.92,x,h,n,f,a,c,n,3.84,5.75,,y,o,,,t,z,,d,w,p
6.06,s,,e,t,d,c,w,5.91,5.66,,,n,,,f,f,,d,u,p
9.61,x,e,y,f,x,c,w,7.83,22.94,,,w,,,f,f,,d,a,e
8.02,p,y,w,f,e,c,p,4.92,12.71,,,w,,w,t,e,,g,u,e
7.86,x,,n,t,,,w,10.99,15.84,b,,w,u,w,t,g,,d,u,e
3.83,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w,p
3.19,s,d,u,t,d,c,p,4.45,5.73,,,n,,,f,f,,d,a,e
6.74,s,,n,f,d,c,w,5.58,9.01,,s,w,,,f,f,,h,a,e
7.37,x,,g,t,x,,u,8.43,19.41,s,,n,,u,f,f,,d,a,p
4.78,x,s,w,f,e,c,n,4.6,12.57,,,w,,w,t,e,,g,u,e
2.48,f,k,w,f,s,,p,3.95,3.26,,,n,,,f,f,p,g,a,p
15.2,f,t,g,t,d,c,n,5.1,25.38,,,r,,,f,f,,l,a,p
6.33,x,,p,f,,c,r,4.27,13.1,,,y,,,f,f,,d,a,p
3.15,s,d,w,f,a,d,p,3.03,2.21,,h,w,,,f,f,,g,a,p
7.94,f,s,e,f,a,d,w,9.32,16.24,,i,n,,,t,,w,d,a,e
4.22,b,t,n,f,x,c,p,6.86,5.15,,i,n,,,f,f,,d,a,p
4.11,s,d,g,t,d,c,p,5.14,6.39,,,g,,,f,f,,d,u,e
6.47,c,,g,f,f,f,f,5.96,19.07,,,n,,,f,f,,l,s,e
8.13,f,s,w,f,e,c,p,19.6,12.3,,s,w,,,t,e,,u,a,e
5.3,x,,w,f,a,,r,6.44,7.67,,,r,,,f,f,,d,a,e
51.27,o,y,y,f,p,,y,6.91,36.83,,k,k,,,f,f,,d,u,e
3.62,b,y,n,f,,c,u,5.77,4.49,s,s,w,,,f,f,,d,a,p
5.84,f,y,u,f,s,c,y,5.31,15.38,,y,e,,,f,f,,d,a,p
5.34,x,,w,f,,c,w,4.34,13.59,,,y,,,f,f,,d,a,p
8.21,x,h,y,f,p,,y,6.35,13.87,,,y,,y,t,,,d,a,e
1.01,p,g,g,f,,,g,2.55,1.32,,,w,,,f,f,,d,s,e
3.3,x,,n,f,x,c,p,8.34,4.23,,,n,,,f,f,,d,a,p
7.76,x,h,r,f,,c,w,11.44,17.24,,,w,u,w,t,g,,d,a,p
8.7,f,i,n,f,e,c,n,4.81,13.25,,,w,,,t,l,,w,a,e
11.26,x,,g,f,e,,w,10.72,11.31,,,w,u,w,t,g,,d,u,p
6.66,p,s,g,f,,,g,12.14,13.51,,s,w,,,t,z,,g,a,p
3.37,x,i,e,f,,,e,4.55,5.91,,,e,,,f,f,n,d,a,p
7.75,f,,y,f,x,c,y,6.9,13.92,,,w,,,f,f,,d,a,p
7.24,o,,n,f,,,w,4.39,20.15,,,n,,,f,f,,d,a,e
4.17,f,d,b,f,x,c,y,4.36,3.08,b,s,n,,,f,f,,l,a,p
4.43,b,g,w,f,x,d,w,5.12,3.5,,,y,,,f,f,,g,a,e
6.19,s,d,n,t,d,c,w,6.47,9.88,,,e,,,f,f,,d,u,p
7.66,x,y,n,f,e,c,p,4.72,13.82,,,w,,,t,r,,w,a,e
3.44,x,,y,f,a,c,y,3.54,8.56,,,w,,,f,f,,d,a,e
5.55,o,l,n,f,f,f,f,8.59,63.0,,,n,,,f,f,g,d,u,e
10.26,x,e,n,t,p,,o,6.76,19.78,,,e,,,f,f,,d,a,p
12.27,f,g,o,f,e,,w,16.15,17.17,s,y,w,u,w,t,g,,d,w,p
8.23,x,s,n,t,s,d,w,5.62,15.65,r,i,n,,,f,f,,d,a,p
5.73,x,,e,f,,c,w,3.27,12.46,,,y,,,f,f,,d,a,p
8.55,f,,n,f,x,c,w,9.94,11.13,r,i,w,,,f,f,,d,u,p
3.98,f,w,u,f,a,c,u,6.31,5.78,,s,u,,,f,f,,l,u,p
10.64,s,,w,t,d,c,p,6.58,26.33,,,w,,,f,f,,d,a,e
5.58,c,k,y,t,x,c,r,5.41,11.57,,,w,,,f,f,,g,s,p
5.8,x,t,n,f,p,d,y,6.97,11.74,,s,n,,,f,f,,g,u,e
1.79,x,i,k,f,a,,w,3.32,2.36,,,w,,,f,f,p,g,a,p
21.83,p,y,n,f,,,w,29.52,22.0,s,,n,,,t,m,,d,u,e
3.26,s,y,n,f,d,d,p,6.38,3.54,,i,n,,,f,f,,h,a,e
5.83,x,i,k,f,e,,k,8.06,8.72,,,y,,,f,f,,g,a,p
2.38,s,s,g,f,d,c,w,2.82,7.44,,,w,,,f,f,,g,u,p
7.76,x,i,y,f,a,c,k,9.2,8.08,,i,n,,k,t,z,k,d,u,p
6.22,f,y,n,f,e,c,n,4.27,13.33,,,w,,,t,l,,w,a,e
5.42,x,y,g,f,s,,y,5.32,8.26,,,w,,,f,f,,d,u,e
4.23,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
1.37,f,w,g,f,,d,g,4.83,2.52,,,w,,,f,f,,d,a,e
1.42,b,h,n,f,a,,n,3.88,1.24,,t,n,,,f,f,,d,a,p
10.01,x,h,n,t,p,,y,6.87,22.28,,,n,,,f,f,,d,u,e
6.69,x,h,y,f,p,,y,5.62,12.13,,,y,,y,t,,,d,a,e
3.26,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w,p
8.17,x,d,n,t,p,,r,5.93,12.62,,,y,,,f,f,,d,a,e
14.86,x,s,n,t,e,,n,10.96,17.97,s,,w,,,t,r,,m,a,e
1.18,f,s,y,f,f,f,f,2.92,4.78,,,y,,,f,f,,d,u,p
6.23,x,t,n,f,s,,g,4.83,6.37,,y,n,,,f,f,,d,w,p
9.4,x,d,b,f,d,d,o,6.89,13.36,,,w,,,f,f,,d,a,e
7.87,x,i,n,f,a,c,n,7.25,7.78,,i,n,,k,t,z,k,d,a,p
11.85,x,e,n,t,p,,o,7.39,28.23,c,,y,,,f,f,,d,a,p
9.4,x,s,n,f,e,c,w,6.62,10.02,,i,w,,,f,f,p,d,a,e
12.27,f,y,w,f,e,c,k,18.89,12.24,,s,w,,,t,e,,g,s,e
3.39,x,t,o,f,a,c,n,3.82,5.12,,y,n,,,t,z,,d,a,p
7.04,x,,n,f,p,,w,8.81,28.44,c,,n,,,f,f,p,d,a,p
16.52,p,d,e,f,p,,n,14.65,35.4,s,y,w,,,f,f,,d,a,e
16.4,s,d,n,f,d,c,y,5.06,26.99,,k,n,,,f,f,,d,u,p
8.26,f,t,e,f,x,d,w,6.73,18.63,b,,w,,,f,f,,d,a,p
7.98,f,s,n,f,s,c,w,6.08,11.35,b,i,n,,,f,f,,l,a,e
3.08,b,,k,f,a,,n,10.06,2.49,,,n,,w,f,f,k,g,u,p
12.32,f,s,w,f,e,c,p,17.35,11.97,,s,w,,,t,e,,g,u,e
0.75,x,g,p,f,a,,p,4.24,1.08,,h,k,,,f,f,,d,s,p
2.42,x,,u,f,,d,w,6.82,5.18,,,w,,,f,f,,d,u,e
5.7,p,y,g,f,,,k,10.62,12.69,,s,w,,,t,z,,d,w,p
2.59,x,s,g,f,d,c,w,2.77,7.07,,,w,,,f,f,,g,a,p
8.28,x,h,y,t,x,c,y,8.01,15.8,,,w,,,f,f,,d,a,e
12.86,s,s,n,f,d,c,y,5.2,33.18,,k,n,,,f,f,,d,a,p
22.32,s,s,k,f,a,d,k,9.23,22.97,,,w,,,f,f,w,d,a,e
16.44,s,s,n,f,d,c,y,6.1,40.15,,k,n,,,f,f,,d,u,p
1.37,x,s,y,f,f,f,f,4.27,6.03,,,y,,,f,f,,d,u,p
13.21,s,t,n,t,d,c,n,5.87,16.32,,,n,,,f,f,,h,u,p
18.54,x,e,n,f,d,c,w,9.71,26.6,s,,w,,,f,f,,l,w,e
8.12,x,h,y,f,p,,y,8.03,16.3,,,y,,y,t,,,d,a,e
7.79,x,w,p,f,s,c,p,5.36,10.31,,,p,,,f,f,,d,a,p
7.26,x,s,y,f,d,d,w,8.17,13.8,,i,n,,,t,,w,d,u,e
5.4,b,i,k,f,e,,y,6.9,7.08,,,k,,,f,f,,g,a,p
5.28,b,h,n,f,,,n,12.76,7.86,,,w,,,t,,k,g,u,p
1.28,s,s,y,f,f,f,f,3.22,4.87,,,y,,,f,f,,d,u,p
8.03,f,s,u,f,a,c,w,4.38,14.51,,,w,,,f,f,,d,u,e
4.3,x,y,n,f,a,,w,5.38,3.55,,y,n,,,t,r,,h,u,p
8.4,x,y,n,f,e,c,w,7.82,10.85,,y,n,,,f,f,,d,u,e
2.69,f,d,p,f,a,,r,5.07,6.09,,t,y,,,f,f,,g,u,p
7.81,f,,y,f,x,c,y,6.18,10.98,,,w,,,f,f,,d,a,p
8.77,x,i,n,f,a,,n,9.58,14.89,s,,n,,n,f,f,,d,a,p
2.14,s,d,p,t,d,c,p,4.09,6.55,,,n,,,f,f,,d,a,e
6.39,f,t,y,f,x,c,y,4.72,11.8,,,y,,,f,f,,d,a,p
6.13,f,y,n,f,e,c,n,3.74,10.68,,,w,,,t,r,,w,a,e
4.84,x,t,n,f,p,,n,6.46,14.54,,,n,,,f,f,,d,a,e
7.04,x,s,n,f,e,c,p,6.4,9.92,,i,n,,,f,f,p,d,s,e
6.13,f,t,n,f,x,c,y,5.42,14.93,,,y,,,f,f,,d,a,p
3.97,x,s,o,f,p,,n,5.36,12.59,,,e,,,f,f,,d,a,e
3.49,x,d,n,f,p,,e,4.26,9.46,,,y,,,f,f,,d,a,e
3.17,s,,n,f,f,f,f,5.57,7.43,,,y,,,f,f,,d,a,e
5.88,x,,n,t,x,,u,9.1,18.8,s,,g,,u,f,f,,d,a,p
6.6,p,g,n,f,e,,w,8.2,13.7,,y,w,u,w,t,p,,d,u,p
11.1,f,e,b,f,,c,b,5.04,20.73,,,w,,,t,f,,d,a,e
2.37,s,y,n,f,a,d,p,6.15,3.14,,i,n,,,f,f,,l,a,e
4.94,f,s,n,f,x,c,w,7.03,9.66,,s,n,,,f,f,,l,a,e
1.14,b,t,n,f,,c,k,3.38,2.64,,,n,,,t,f,,g,u,p
8.53,s,l,w,f,d,,p,3.5,8.83,,,w,,,f,f,,d,a,e
9.78,x,e,y,f,x,c,w,6.34,19.28,,,w,,,f,f,,d,a,e
9.99,f,s,k,f,a,c,w,4.16,14.89,,,w,,,f,f,,d,a,e
7.8,p,,n,f,a,,w,7.73,13.34,,,g,,,f,f,,d,a,e
9.73,f,s,y,f,d,d,w,10.22,17.81,,i,n,,,t,,w,d,w,e
1.85,c,g,n,f,a,,g,4.97,1.62,,,g,,,f,f,,d,u,e
9.83,x,,u,t,x,,u,8.87,21.36,s,,u,,u,f,f,,d,a,p
4.3,x,t,n,f,p,,n,5.43,12.5,,,n,,,f,f,,d,u,e
6.69,x,g,n,f,e,,w,8.2,14.05,,y,w,u,w,t,p,,d,u,p
4.05,x,i,e,f,,,e,5.46,6.92,,,e,,,f,f,n,d,a,p
13.16,s,s,k,f,a,d,k,8.02,21.42,,,w,,,f,f,w,d,a,e
0.7,f,,o,f,d,,o,4.56,1.0,,,o,,,f,f,w,g,u,p
7.4,x,h,e,f,x,d,w,5.41,17.31,b,,w,,,f,f,,d,a,p
0.61,b,t,y,f,,c,g,2.99,2.28,,,n,,,t,f,,m,a,p
1.52,x,,n,f,,,k,4.99,2.45,,s,n,,,f,f,k,g,u,p
15.02,f,d,n,f,d,c,y,6.3,38.59,,k,k,,,f,f,,d,a,p
8.95,o,,e,f,f,f,f,3.26,23.33,,g,n,,,f,f,,d,u,p
3.0,x,s,o,f,a,c,o,4.35,6.69,,,e,,,f,f,,g,w,e
8.45,x,d,y,t,p,,y,7.66,18.17,,,y,,,f,f,,d,a,e
3.57,b,g,g,f,a,d,g,4.87,3.42,,s,n,,,f,f,,d,s,e
2.37,x,,b,f,,d,u,6.14,4.78,,,w,,,f,f,,d,w,e
2.94,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
1.4,x,k,n,f,,,n,3.35,1.22,,,n,,,f,f,,d,s,p
5.18,x,s,r,t,s,d,w,5.49,13.52,r,i,w,,,f,f,,d,u,p
5.39,s,d,e,t,d,c,w,7.03,8.71,,,n,,,f,f,,d,a,p
4.37,x,,n,f,x,c,n,7.74,7.93,b,,w,,w,t,,,g,u,e
3.09,x,,w,f,x,c,p,7.89,4.42,,,p,,,f,f,,d,u,p
8.09,p,,g,f,a,,w,6.63,13.75,,,g,,,f,f,,d,a,e
3.64,x,i,e,f,,,e,4.73,6.04,,,e,,,f,f,n,d,a,p
5.7,s,d,e,t,d,c,w,7.23,8.26,,,e,,,f,f,,d,a,p
1.85,b,,n,f,a,,g,5.29,2.1,,s,g,,,f,f,,d,a,p
4.3,x,,y,f,x,c,n,6.92,4.06,,,w,,,f,f,,d,a,e
7.97,x,,n,t,p,,g,14.01,26.73,,y,w,,,f,f,,d,a,e
3.15,b,,g,f,a,,k,9.29,2.71,,,g,,w,f,f,k,g,u,p
9.76,s,,r,t,d,,o,4.89,12.8,,,w,,,t,f,,d,u,p
1.97,f,t,n,f,,,y,6.52,2.47,,,y,,,f,f,,g,a,p
10.38,x,d,o,f,a,,o,9.22,19.42,r,,y,,,t,r,n,d,a,p
3.91,o,,n,f,f,f,f,4.57,15.82,,,n,,,f,f,,d,s,e
4.35,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a,p
2.63,x,s,g,f,d,c,w,2.71,7.05,,,w,,,f,f,,g,u,p
11.22,x,e,y,f,x,c,w,8.4,23.88,,,w,,,f,f,,d,u,e
13.07,x,t,n,f,a,d,w,12.75,36.76,,,w,,,f,f,,d,a,p
6.14,s,d,n,t,d,c,w,7.1,8.83,,,e,,,f,f,,d,a,p
13.34,f,,n,f,e,,w,11.41,16.86,,,w,u,w,t,g,,d,u,p
1.07,s,s,y,f,f,f,f,3.93,5.78,,,y,,,f,f,,d,a,p
6.99,x,h,e,f,x,d,w,5.94,17.86,b,,w,,,f,f,,d,u,p
4.26,f,d,n,f,d,c,n,4.97,6.04,,i,y,,,t,,,d,u,p
14.49,x,s,n,t,e,,n,9.0,16.03,s,,w,,,t,r,,m,u,e
13.7,f,d,n,f,d,c,y,6.4,39.15,,k,k,,,f,f,,d,a,p
10.21,f,,n,t,,,w,11.34,18.47,b,,w,u,w,t,g,,d,u,e
3.81,b,,g,f,a,,k,9.75,2.77,,,g,,w,f,f,k,g,u,p
5.6,p,,n,f,f,f,f,5.35,21.23,,,n,,,f,f,,l,s,e
3.21,b,y,n,f,,c,n,7.01,3.36,,,w,,,f,f,,d,s,e
5.47,x,h,n,f,x,c,w,4.69,5.47,,y,n,,,t,r,,d,a,e
6.27,f,d,n,t,d,c,w,6.79,9.52,,,n,,,f,f,,d,u,p
10.69,x,t,n,t,p,,y,9.68,22.09,,,n,,,f,f,,d,a,e
2.87,f,,w,f,a,c,w,3.34,3.4,,i,w,,,f,f,,d,a,p
16.82,f,k,n,f,d,c,y,6.38,38.36,,k,k,,,f,f,,d,u,p
6.61,x,h,n,f,e,,w,12.94,12.81,,s,w,u,w,f,f,,d,u,e
22.69,x,g,k,f,p,,y,5.24,43.55,,,n,,,f,f,,d,a,p
3.13,f,d,y,f,a,,y,5.15,6.98,,t,r,,,f,f,,m,u,p
9.57,s,,y,t,d,,o,5.97,13.09,,,w,,,t,f,,d,u,p
5.52,c,k,y,t,x,c,p,6.69,11.75,,,w,,,f,f,,d,u,p
8.4,x,s,w,f,s,c,w,7.56,31.41,,,w,,,f,f,,m,s,e
5.54,b,t,w,f,e,c,w,9.94,10.12,,y,w,u,w,t,l,,d,a,p
14.06,x,t,r,t,d,c,b,5.48,24.52,,,r,,,f,f,,g,a,p
2.75,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
3.01,b,y,n,f,,c,k,7.0,3.48,,,w,,,f,f,,d,s,e
1.59,f,w,g,f,,d,k,4.99,2.6,,,w,,,f,f,,d,u,e
5.83,x,,w,f,,c,g,3.96,12.58,,,y,,,f,f,,d,a,p
1.84,p,t,n,f,a,c,g,6.69,2.62,,t,y,,,t,e,,m,u,p
9.62,x,,g,f,s,c,g,8.81,22.43,b,,u,,,f,f,,g,a,e
6.72,s,l,w,f,d,,w,3.26,6.55,,,w,,,f,f,,d,a,e
5.15,x,h,n,f,x,c,w,5.15,5.77,,s,n,,,t,r,,d,s,e
5.64,x,d,n,t,p,,y,6.51,13.91,,,y,,,f,f,,d,u,e
9.51,s,s,n,f,x,,n,6.31,19.6,,,w,,,f,f,,d,a,e
4.66,x,,l,f,d,,r,7.03,7.67,,,w,,,f,f,,l,u,e
3.74,x,t,o,f,p,,n,5.61,11.44,,,e,,,f,f,,d,a,e
13.47,x,e,n,t,e,,w,8.64,15.47,,,w,,,t,,,g,a,e
5.52,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
8.06,s,,n,f,,,w,4.88,22.44,,,n,,,f,f,,d,u,e
8.76,x,h,n,t,p,,n,7.64,18.93,,,n,,w,t,p,,d,u,e
3.0,x,d,o,f,a,c,e,4.25,6.49,,,o,,,f,f,,m,a,e
3.36,s,,n,f,f,f,f,6.48,6.54,,,y,,,f,f,,d,a,e
6.56,f,,n,f,s,c,p,8.43,22.67,b,,u,,,f,f,,d,w,e
16.5,f,s,n,f,d,c,y,6.77,38.94,,k,n,,,f,f,,d,u,p
6.5,s,,e,t,d,c,b,6.82,6.24,,,n,,,f,f,,d,a,p
4.18,x,y,n,f,a,,w,6.04,3.82,,y,n,,,t,r,,d,a,p
2.65,f,w,n,t,d,c,y,3.53,4.76,,,n,,,f,f,,d,a,p
6.63,x,,y,f,a,c,w,6.41,16.0,,,w,,,f,f,,d,u,e
4.35,x,d,n,t,p,,y,5.33,13.1,,,y,,,f,f,,d,a,e
0.67,x,g,e,f,a,,n,3.57,0.97,,s,k,,,f,f,,d,a,p
1.55,x,,n,f,,,k,4.82,2.31,,s,n,,,f,f,k,g,a,p
3.07,b,,n,f,a,,n,10.25,2.71,,,n,,w,f,f,k,g,a,p
2.42,x,g,e,f,a,,p,7.33,2.68,,,w,,,f,f,,d,u,p
1.61,x,k,n,f,,,n,4.73,1.66,,,n,,,f,f,,d,w,p
0.65,x,g,p,f,a,,p,3.55,0.94,,h,k,,,f,f,,d,u,p
2.23,x,g,n,f,a,,w,7.78,2.41,,,n,,,f,f,,d,a,p
11.48,x,t,n,f,a,d,w,11.28,33.82,,,w,,,f,f,,d,u,p
3.21,x,s,w,f,d,d,w,3.27,5.43,,,w,,,f,f,,g,a,e
8.78,x,d,y,f,a,,o,9.76,18.79,r,,o,,,t,r,n,d,u,p
3.56,c,,g,f,f,f,f,3.17,17.56,,,n,,,f,f,,d,s,e
5.11,x,t,o,f,a,c,y,6.25,9.08,,g,o,,,f,f,,g,u,p
7.4,x,,n,f,x,c,w,7.1,16.45,,s,w,,,f,f,,d,u,e
15.66,x,d,o,f,p,,w,15.39,33.03,s,y,w,,,f,f,,d,a,e
0.6,x,g,y,f,,,y,3.12,0.58,,,y,,,f,f,,d,u,p
3.05,f,w,n,t,d,c,y,3.24,5.4,,,n,,,f,f,,d,u,p
5.76,b,k,n,f,d,c,y,5.46,5.74,,i,y,,,t,,,d,u,p
4.06,x,h,n,f,,c,n,6.38,7.33,,s,w,,w,f,f,k,d,a,e
0.96,b,t,y,f,,c,k,4.24,2.71,,,n,,,t,f,,m,a,p
9.65,x,e,n,t,p,,e,7.87,22.66,,,e,,,f,f,,d,a,p
2.57,x,y,o,f,d,,o,3.21,6.26,,,y,,,f,f,,m,a,p
8.53,x,h,n,f,p,d,y,6.77,11.9,,s,n,,,f,f,,h,a,e
8.11,f,y,y,f,s,c,y,7.56,16.94,,y,y,,,f,f,,d,a,p
18.95,p,y,n,f,,,w,22.98,18.71,s,,n,,,t,m,,m,a,e
1.92,c,h,y,f,,,n,7.6,2.93,,,y,,,f,f,,g,u,p
4.1,f,t,n,f,d,,o,5.77,7.52,,t,w,,,f,f,,d,w,e
4.24,x,h,n,f,,c,n,5.99,6.22,,s,w,,w,f,f,k,d,u,e
4.73,x,,p,f,,c,w,3.39,12.57,,,y,,,f,f,,d,a,p
3.91,s,,n,f,f,f,f,7.07,8.23,,,y,,,f,f,,d,a,e
9.23,x,e,n,f,a,,n,10.24,15.61,s,,n,,n,f,f,,d,a,p
7.93,x,y,n,f,a,c,n,10.57,11.09,,y,n,,,t,,,d,a,p
11.43,x,e,y,f,a,,o,12.53,23.22,r,,o,,,t,r,n,d,u,p
1.03,x,g,w,f,a,d,w,3.2,1.53,,,e,,,f,f,,l,u,p
7.41,x,s,g,t,s,d,w,5.56,14.59,r,i,n,,,f,f,,d,u,p
4.54,x,h,n,f,x,c,w,4.19,5.25,,s,n,,,t,r,,d,u,e
9.99,s,t,n,t,d,c,n,4.91,14.48,,,n,,,f,f,,h,u,p
7.24,x,h,n,f,p,d,y,7.73,12.57,,s,n,,,f,f,,h,a,e
9.72,x,h,y,f,p,,y,7.66,14.39,,,y,,y,t,,,d,u,e
9.18,x,e,n,f,a,,n,8.87,14.43,s,,n,,n,f,f,,d,a,p
5.52,x,i,n,f,e,c,n,4.08,11.25,,,w,,,t,r,,w,a,e
7.69,s,l,w,f,d,,w,3.42,9.58,,,w,,,f,f,,g,u,e
18.38,p,y,w,f,,,w,22.73,17.63,s,,n,,,t,m,,m,a,e
7.22,f,s,n,f,s,c,w,6.57,9.99,b,i,w,,,f,f,,d,u,e
12.01,f,s,n,t,e,,g,9.76,17.37,s,,w,,,t,r,,m,u,e
5.79,x,d,b,f,d,d,o,7.11,13.5,,,w,,,f,f,,m,w,e
9.52,x,,g,t,x,,u,10.13,21.2,s,,n,,u,f,f,,d,a,p
3.41,s,,y,f,f,f,f,6.11,7.71,,,o,,,f,f,,d,a,e
1.34,x,t,y,f,a,,w,6.07,2.03,,t,y,,,f,f,,d,a,e
3.88,b,y,n,f,,c,w,6.23,4.49,s,s,w,,,f,f,,d,a,p
3.2,s,d,u,t,d,c,p,4.45,5.38,,,n,,,f,f,,d,u,e
8.72,x,h,y,t,x,c,y,7.74,16.44,,,w,,,f,f,,d,u,e
7.61,s,,n,f,,,w,4.83,22.84,,,n,,,f,f,,d,a,e
1.64,x,w,g,f,,d,g,5.45,2.74,,,w,,,f,f,,g,u,e
6.92,b,d,n,f,a,c,y,5.42,6.97,,i,y,,,t,,,d,a,p
3.83,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
7.45,x,s,n,f,e,c,p,5.94,9.16,,i,w,,,f,f,p,d,a,e
1.38,b,h,n,f,a,,n,4.47,1.32,,t,n,,,f,f,,h,a,p
7.51,x,,n,t,p,,g,12.4,26.1,,y,w,,,f,f,,d,u,e
8.72,s,,r,t,d,,o,5.04,11.84,,,w,,,t,f,,d,a,p
3.24,x,t,n,f,s,c,p,5.11,8.28,,,w,,n,t,z,,d,u,p
1.4,c,g,n,f,a,,g,4.71,1.23,,,g,,,f,f,,l,u,e
3.79,f,d,p,t,d,c,p,3.52,5.61,,,g,,,f,f,,d,a,e
1.76,f,,w,f,a,c,n,3.28,3.53,,i,u,,,f,f,,d,u,p
2.42,x,s,o,f,a,,y,3.22,5.42,,,y,,,f,f,,m,a,p
1.41,o,k,n,f,,,n,3.37,1.62,,,n,,,f,f,,d,s,p
16.37,f,h,o,f,e,,w,18.21,18.8,s,y,w,u,w,t,g,,d,w,p
14.04,f,s,w,t,e,,n,7.6,16.98,s,,w,,,t,l,,m,u,e
4.87,f,g,n,f,a,d,g,6.88,3.85,,s,g,,,f,f,,d,w,e
2.75,x,,y,f,a,c,y,3.71,8.71,,,w,,,f,f,,d,u,e
6.18,x,y,n,f,e,c,p,4.47,12.12,,,w,,,t,l,,w,a,e
4.94,x,,w,f,x,c,u,7.06,3.96,,,w,,,f,f,,d,u,e
9.84,x,e,y,t,p,,o,7.33,28.19,,,u,,,f,f,,d,a,p
3.59,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s,p
11.69,x,t,n,t,d,c,n,7.18,17.03,,,n,,,f,f,,h,u,p
0.66,x,g,o,f,,,y,3.41,0.71,,,w,,,f,f,,d,u,p
8.33,f,h,r,f,,c,w,11.0,13.4,,,w,u,w,t,p,,d,a,p
6.18,x,d,y,t,p,,r,5.8,11.78,,,y,,,f,f,,d,u,e
2.4,f,y,n,f,d,d,p,4.99,2.77,,i,n,,,f,f,,h,u,e
9.56,x,,g,f,s,c,g,6.89,19.34,b,,u,,,f,f,,d,w,e
0.58,x,g,n,f,a,,p,3.98,0.95,,h,k,,,f,f,,d,s,p
7.39,f,y,w,f,e,c,p,5.62,12.61,,,w,,w,t,e,,m,u,e
10.45,f,e,b,f,,c,b,4.78,19.31,,,w,,,t,f,,d,a,e
5.86,x,d,e,t,d,c,n,8.28,10.29,,,n,,,f,f,,d,a,p
6.07,b,h,g,f,s,d,g,4.69,9.22,,s,g,,,f,f,,d,u,e
7.01,f,,n,t,,,w,9.76,13.35,b,,w,u,w,t,g,,d,a,e
